num_epochs,num_Hidden_layers,hidden_size,training_time,testing_time,test_accuracy,learning_rate
34,4,9,35.63078022003174,0.17529010772705078,92.7387535572052,0.0004408903969182107
15,10,50,33.87298774719238,0.18848586082458496,92.58090257644653,0.00026406112324104487
11,10,5,10.82996129989624,0.15749096870422363,50.3551721572876,0.00026861674767941415
12,9,40,24.265003204345703,0.17572975158691406,91.23914837837219,0.00910044578353995
15,2,24,21.354079961776733,0.18985247611999512,92.81768202781677,0.001318970076621055
48,4,12,51.81795573234558,0.15842723846435547,92.58090257644653,0.000993388396258208
43,7,24,61.18304133415222,0.16279339790344238,92.81768202781677,0.00015285815525438933
25,0,5,20.62844753265381,0.16151022911071777,92.81768202781677,0.004687045352195954
27,8,22,37.37060761451721,0.17500948905944824,92.97553300857544,0.00045210411266206196
31,7,24,45.33238077163696,0.18977117538452148,92.18626618385315,0.0005883230142976071
50,0,48,95.48376321792603,0.17990994453430176,92.42304563522339,0.00023919102897993302
21,1,20,25.971415996551514,0.16198229789733887,92.65982508659363,0.00026391119342495355
19,6,6,18.386088848114014,0.1574695110321045,92.02841520309448,0.004241132517023327
12,7,7,11.909472227096558,0.1676337718963623,92.97553300857544,0.0033178274415158254
28,4,6,25.803070306777954,0.15665602684020996,92.81768202781677,0.0009518368984631848
32,4,28,49.941967248916626,0.16785216331481934,92.65982508659363,0.0012847471352261531
32,1,11,34.27500557899475,0.1656498908996582,92.18626618385315,0.005007844246260435
17,5,8,16.159398794174194,0.15392088890075684,92.58090257644653,0.0010754667598040786
14,9,28,23.379136085510254,0.16557669639587402,92.34411716461182,0.005530632733106275
15,7,9,15.531115055084229,0.1582658290863037,92.18626618385315,0.006571288786302702
26,6,5,24.068955898284912,0.1566298007965088,91.87055826187134,0.00045160759777974484
20,3,6,17.83928084373474,0.1544346809387207,92.42304563522339,0.0005631932620728416
47,3,12,48.8699209690094,0.15831804275512695,92.42304563522339,0.0007921895212503737
13,3,11,13.961806297302246,0.16199398040771484,92.7387535572052,0.004657866863066858
45,0,8,38.8862943649292,0.1504812240600586,92.7387535572052,0.001156373076048969
26,3,29,39.88932132720947,0.1740565299987793,92.26519465446472,0.00032467447157671285
29,10,6,29.494523286819458,0.15811419486999512,90.68666100502014,0.0005445065756124654
35,10,8,36.96660304069519,0.15401363372802734,92.02841520309448,0.002721508442157265
19,6,9,19.006056785583496,0.15585827827453613,92.7387535572052,0.00030761527390399813
15,6,25,21.18325424194336,0.1689455509185791,92.65982508659363,0.00014123584063998985
35,3,6,31.047588109970093,0.15498566627502441,92.50197410583496,0.0001384229025265912
46,5,7,47.32599234580994,0.16336798667907715,91.94948673248291,0.00876968468880013
30,3,5,25.8114070892334,0.15575599670410156,92.58090257644653,0.00030523118478531736
25,1,6,21.58144474029541,0.15241146087646484,92.34411716461182,0.001346209779754561
36,10,40,79.5911123752594,0.17525863647460938,91.16021990776062,0.002683667002593295
33,4,13,36.028329372406006,0.16214561462402344,92.42304563522339,0.00019004646637810113
25,10,35,44.98103308677673,0.1844651699066162,92.50197410583496,0.00021953106503699353
42,6,14,53.33358693122864,0.15730524063110352,91.94948673248291,0.006738339798981508
45,3,45,92.34366822242737,0.1727297306060791,92.81768202781677,0.001660791434527433
21,5,11,21.615251541137695,0.15452051162719727,91.79163575172424,0.0021021342835902635
39,7,19,50.60629606246948,0.1673440933227539,92.58090257644653,0.001371836071036668
20,0,47,36.515870809555054,0.17747831344604492,92.58090257644653,0.0005817864931611846
48,9,23,65.29601287841797,0.2120988368988037,92.58090257644653,0.00016916966466839397
28,8,9,27.766661643981934,0.1503620147705078,91.6337788105011,0.005219990249334814
14,2,7,12.122512102127075,0.15200090408325195,92.97553300857544,0.00017496463489411908
38,2,11,37.223817110061646,0.14948248863220215,92.18626618385315,0.0021245230577728595
33,2,44,68.22994184494019,0.17061877250671387,92.26519465446472,0.003935554546016513
11,5,6,9.290072202682495,0.14156818389892578,92.7387535572052,0.0004198086311775344
24,5,25,31.507386207580566,0.1576993465423584,92.50197410583496,0.00024852441349952127
12,4,10,11.400088787078857,0.14769911766052246,92.97553300857544,0.004541533268584954
13,1,40,21.578892469406128,0.15754055976867676,92.89660453796387,0.0012695365966464566
35,10,31,57.565733909606934,0.1701335906982422,92.26519465446472,0.001095660885931588
14,2,44,26.269386768341064,0.16899609565734863,93.1333839893341,0.0027647594778898664
13,5,7,11.783259630203247,0.1496880054473877,49.64483082294464,0.0036132806899267624
10,8,9,9.360783815383911,0.15036559104919434,91.87055826187134,0.0003201984931417029
29,7,27,44.303576946258545,0.1635301113128662,91.71270728111267,0.0034376002802697704
25,7,6,22.48301649093628,0.13942670822143555,49.64483082294464,0.0007315051539451402
11,1,11,9.837655067443848,0.14675402641296387,92.81768202781677,0.0003309876022369442
47,3,10,43.22309875488281,0.14043712615966797,91.94948673248291,0.00513922975530784
16,7,15,18.245956659317017,0.15539240837097168,92.50197410583496,0.0015144136451366954
11,1,23,13.417895555496216,0.1605854034423828,92.34411716461182,0.0007106451002210618
25,3,25,31.28079843521118,0.14871478080749512,92.18626618385315,0.0012134430026071177
30,3,5,23.282236099243164,0.13709640502929688,49.64483082294464,0.004470135065743093
13,5,27,17.099673986434937,0.15382766723632812,92.42304563522339,0.00015526273885256242
35,4,7,30.01124119758606,0.13690733909606934,92.18626618385315,0.0003622827921641142
13,7,42,24.156389474868774,0.15880131721496582,90.92344045639038,0.006971542543835222
13,1,15,13.677974462509155,0.15744686126708984,91.79163575172424,0.008050310452843002
23,7,5,19.373030424118042,0.1382312774658203,92.02841520309448,0.007958575638519037
13,9,20,15.183597564697266,0.15120363235473633,91.71270728111267,0.00038372255498745635
22,6,11,21.937028169631958,0.14619088172912598,92.02841520309448,0.0007210340549424385
35,2,19,38.95392942428589,0.15356063842773438,92.65982508659363,0.0009282112375237867
27,5,7,24.666051387786865,0.14142751693725586,91.71270728111267,0.0080246428395602
31,3,8,27.236032009124756,0.13708734512329102,92.65982508659363,0.005507643845431712
38,5,17,40.65750980377197,0.13977861404418945,92.34411716461182,0.00027013946035439346
38,8,7,34.20811676979065,0.14469122886657715,92.26519465446472,0.0008205104447693588
11,8,21,13.750068426132202,0.15457773208618164,92.26519465446472,0.0019388570816438464
15,4,14,14.81375765800476,0.14728879928588867,92.58090257644653,0.0002882798099485458
50,8,40,83.7701325416565,0.18991875648498535,92.42304563522339,0.00032074794943034237
23,10,16,25.99841570854187,0.14043140411376953,92.42304563522339,0.0029008287072786604
18,7,33,30.95640468597412,0.16164875030517578,91.79163575172424,0.006398021455172368
26,1,44,47.9315402507782,0.15767908096313477,92.65982508659363,0.0035972281024827116
23,10,27,31.89257311820984,0.15107512474060059,93.21231245994568,0.0002790084723494924
32,8,23,42.367027282714844,0.16284871101379395,92.02841520309448,0.00093923531768438
15,3,39,24.489593505859375,0.17322468757629395,92.65982508659363,0.00033499479757537404
21,8,25,27.375208616256714,0.15413665771484375,92.58090257644653,0.0002702119770336998
37,2,23,46.837852478027344,0.16306376457214355,92.02841520309448,0.0007709523015227265
15,5,7,12.954792022705078,0.14266276359558105,92.50197410583496,0.0007416722695825618
26,2,49,48.765218019485474,0.17254066467285156,92.42304563522339,0.0008564712906773457
23,4,39,38.02475166320801,0.17726755142211914,92.42304563522339,0.0003398658767086871
10,10,49,19.36325979232788,0.1731703281402588,92.97553300857544,0.000505609458434648
17,7,8,14.765047311782837,0.1339399814605713,92.89660453796387,0.00034478764690648947
13,9,9,12.002997398376465,0.14230847358703613,75.9273886680603,0.0001204141986558702
17,3,12,15.82150149345398,0.13957881927490234,93.05446147918701,0.0001459526449582877
26,9,37,51.03997302055359,0.16613173484802246,92.81768202781677,0.008906401311407176
26,8,34,41.593273401260376,0.1600027084350586,92.97553300857544,0.00013590462621212575
14,0,11,12.229917526245117,0.1396803855895996,92.50197410583496,0.008615789758788975
17,9,46,31.56548309326172,0.17389583587646484,92.42304563522339,0.0002035268243210326
18,4,16,18.85971760749817,0.13943910598754883,91.87055826187134,0.0038576606895933687
22,6,17,25.59899353981018,0.14721202850341797,92.26519465446472,0.009149257379160652
30,6,18,36.036521911621094,0.14689302444458008,91.00236892700195,0.004213805577075181
33,0,38,50.03193759918213,0.15700292587280273,92.50197410583496,0.00012103401011142922
12,10,15,13.6639883518219,0.14987826347351074,92.65982508659363,0.0011710162105713741
30,6,22,37.2888240814209,0.1557462215423584,92.42304563522339,0.00010471202790094103
44,9,8,40.52100443840027,0.13507318496704102,92.34411716461182,0.0007988434253424617
11,3,21,13.392352104187012,0.14987754821777344,92.10733771324158,0.009472490103798088
21,5,18,23.481530904769897,0.17595696449279785,92.89660453796387,0.0009499291264278367
44,9,6,38.97345590591431,0.13883566856384277,91.08129143714905,0.0041489621278752555
25,7,11,24.429308652877808,0.1437058448791504,92.58090257644653,0.0005739424102749496
17,3,31,24.248789072036743,0.1673874855041504,92.42304563522339,0.00012364215576903936
33,10,6,29.912601709365845,0.13701105117797852,92.18626618385315,0.00145624254114156
40,1,10,34.04246139526367,0.14133810997009277,92.42304563522339,0.00016377110401557884
13,1,37,21.04931640625,0.1648244857788086,92.26519465446472,0.005722605967413412
15,0,15,14.839677095413208,0.15281891822814941,93.05446147918701,0.00029746018428860455
33,3,36,50.69738411903381,0.15541839599609375,92.65982508659363,0.0001618632802401517
44,4,25,56.425769329071045,0.14731931686401367,93.1333839893341,0.0019111410951870532
11,0,16,10.457481384277344,0.13518929481506348,92.7387535572052,0.0011298240964347224
12,5,29,16.703938245773315,0.15991711616516113,92.58090257644653,0.0009220318651246647
49,8,7,47.18505787849426,0.15500426292419434,91.94948673248291,0.0042612766094943825
12,6,14,12.862248659133911,0.14539265632629395,92.42304563522339,0.0008700235401646897
13,5,50,24.28163719177246,0.17014837265014648,92.50197410583496,0.00017371063259162295
12,6,35,18.887080907821655,0.16634488105773926,92.18626618385315,0.0008072130209060282
12,6,16,12.980460166931152,0.13901543617248535,92.81768202781677,0.0026603764429340925
35,9,10,36.51467275619507,0.14052295684814453,91.79163575172424,0.00805191698162394
10,8,17,11.338924646377563,0.15096640586853027,90.84451198577881,0.005459567606372526
12,3,20,14.350784301757812,0.14757347106933594,92.81768202781677,0.005793312855532491
34,7,5,27.69511103630066,0.1402111053466797,50.3551721572876,0.006773603574659741
36,2,41,58.2661771774292,0.15977931022644043,92.89660453796387,0.0004182151249037728
28,4,13,27.575995922088623,0.14523649215698242,92.50197410583496,0.00079643884994181
15,7,9,13.307736873626709,0.14032363891601562,92.89660453796387,0.00037148594769854075
18,4,13,17.497957229614258,0.14919376373291016,93.05446147918701,0.00013916488163139741
28,5,27,41.45845556259155,0.1574702262878418,92.42304563522339,0.0027311912563494477
38,10,8,35.75689435005188,0.13318252563476562,92.26519465446472,0.0023711962307738487
25,6,14,27.90233016014099,0.14706635475158691,92.10733771324158,0.009950694916855261
36,2,15,38.002952575683594,0.15182757377624512,92.42304563522339,0.001685813691131016
32,1,20,34.933732748031616,0.14771485328674316,92.65982508659363,0.00010771939551163835
30,6,7,26.999786138534546,0.1485152244567871,92.10733771324158,0.004936583313007196
14,3,44,23.722580909729004,0.1646571159362793,92.34411716461182,0.00043410428582114387
14,1,6,11.53743290901184,0.16184568405151367,92.89660453796387,0.00023345608544749668
34,5,35,54.25392198562622,0.16806483268737793,92.34411716461182,0.0005300089231722426
20,2,14,20.44800567626953,0.1460094451904297,92.42304563522339,0.0033138406104605074
12,3,26,15.840291023254395,0.14921116828918457,90.92344045639038,0.00741993632422105
19,3,43,32.81576347351074,0.17264461517333984,92.89660453796387,0.0008082201827365016
39,7,41,69.08442425727844,0.1611793041229248,92.42304563522339,0.0014658694733299669
19,5,27,25.12178874015808,0.15566205978393555,92.34411716461182,0.00011170609123537118
44,6,8,37.134023666381836,0.13400769233703613,92.26519465446472,0.0016258640265653028
28,6,37,48.26952862739563,0.16207027435302734,93.05446147918701,0.0012927230496370251
10,1,8,7.952740907669067,0.1297774314880371,92.42304563522339,0.0013252469324571922
10,9,17,11.491912841796875,0.14672207832336426,92.18626618385315,0.005994241529030673
13,2,20,14.253908634185791,0.1447446346282959,92.26519465446472,0.0002825134728705932
19,0,6,14.096490383148193,0.13724803924560547,92.7387535572052,0.0002420729300027379
26,9,17,28.65415072441101,0.1484692096710205,92.50197410583496,0.0001307935297816429
10,2,19,11.138917922973633,0.14982819557189941,93.21231245994568,0.0022036138642455828
29,1,43,48.50015926361084,0.15709137916564941,92.7387535572052,0.00012160826124469434
11,10,9,10.242952585220337,0.14212703704833984,49.64483082294464,0.0001258810669853598
29,3,6,23.526719093322754,0.13689899444580078,92.34411716461182,0.001393288544515309
21,3,46,37.83432960510254,0.1650092601776123,92.10733771324158,0.00045073033381651397
36,7,24,44.88814902305603,0.14528393745422363,92.7387535572052,0.00010409168827666993
16,2,43,27.08965563774109,0.17025232315063477,92.34411716461182,0.00015894688439299932
15,7,7,13.946433544158936,0.14265918731689453,91.94948673248291,0.00972531461051161
10,9,5,8.594789028167725,0.15150666236877441,49.64483082294464,0.00017815577411229832
35,8,33,56.754000425338745,0.1668107509613037,92.26519465446472,0.0015063502072303573
28,9,29,43.006224155426025,0.22278285026550293,92.58090257644653,0.0004342408135273797
28,3,6,22.931228160858154,0.13514375686645508,92.65982508659363,0.00026616196372757306
50,8,14,55.88805556297302,0.15265154838562012,92.89660453796387,0.0011379942063947871
14,3,30,19.902750492095947,0.1670823097229004,92.81768202781677,0.00025861184747960305
10,4,20,11.85396409034729,0.1452014446258545,91.87055826187134,0.00592026517571166
40,1,45,74.41908383369446,0.18680024147033691,92.10733771324158,0.002208343162051172
36,6,21,45.71345376968384,0.18983101844787598,92.26519465446472,0.0010819724301572961
19,1,10,16.523197174072266,0.13923120498657227,92.42304563522339,0.0022258736015368
19,7,38,31.515112161636353,0.16043615341186523,91.94948673248291,0.0008115641677218343
21,8,6,17.87048029899597,0.13755273818969727,90.37095308303833,0.00040734860619721594
30,1,17,31.872549772262573,0.1419682502746582,93.05446147918701,0.0019594200179947063
22,2,6,17.051711797714233,0.1350080966949463,93.1333839893341,0.00017520183468889067
12,9,32,17.60776996612549,0.15236520767211914,92.26519465446472,0.0001754699792664913
31,5,28,42.56858277320862,0.1518101692199707,92.97553300857544,0.00013809640719022312
11,7,20,12.749801874160767,0.14570069313049316,92.58090257644653,0.0002069723208176869
16,4,8,13.593591451644897,0.13457131385803223,92.7387535572052,0.0004552904538614612
26,6,35,40.705891132354736,0.16364407539367676,92.58090257644653,0.0002632733885012855
11,5,44,18.987841606140137,0.1645827293395996,92.34411716461182,0.00033738181758915544
41,1,7,34.05292344093323,0.1440577507019043,92.50197410583496,0.0034259836360242945
28,3,47,58.594767332077026,0.17716503143310547,92.26519465446472,0.003883228882063664
27,0,6,20.184479236602783,0.14389371871948242,92.50197410583496,0.0015165515421801947
43,9,9,42.748457193374634,0.1436011791229248,91.79163575172424,0.004022358690057183
21,1,32,28.895193338394165,0.1500554084777832,92.50197410583496,0.0006735905788609066
34,0,15,33.53012037277222,0.1534264087677002,92.42304563522339,0.0021381408369043086
39,8,32,59.29579305648804,0.15613937377929688,93.29124093055725,0.0004984125076905059
12,1,45,20.610892057418823,0.1630396842956543,92.34411716461182,0.00026980331224613644
15,2,16,15.469255924224854,0.13979721069335938,91.79163575172424,0.0050651430848578935
14,1,5,10.466151714324951,0.13640213012695312,92.81768202781677,0.0007533829042291569
28,7,8,25.886073350906372,0.13545751571655273,92.34411716461182,0.007030308577751807
15,7,6,12.937630653381348,0.13663458824157715,91.94948673248291,0.008724558723196468
19,1,31,28.77551770210266,0.15885543823242188,92.50197410583496,0.005042173321974417
19,0,10,15.757922887802124,0.14026808738708496,92.89660453796387,0.00039210875972139664
38,8,48,71.95750045776367,0.16265535354614258,92.81768202781677,0.000713648826975897
49,8,10,47.94267463684082,0.14280295372009277,92.7387535572052,0.0016429079264388036
48,0,6,35.596813678741455,0.1380445957183838,92.7387535572052,0.00020304291128651775
32,0,25,38.42832970619202,0.17447423934936523,92.65982508659363,0.0001405882516479561
34,3,24,42.557677030563354,0.14301681518554688,92.89660453796387,0.0008527919467726474
16,7,37,25.754311561584473,0.16820168495178223,92.42304563522339,0.00014292323213726927
15,2,6,12.113515138626099,0.138808012008667,91.87055826187134,0.0034484506869791607
11,6,8,9.272287368774414,0.13337063789367676,92.42304563522339,0.0018966137094632875
20,9,19,27.000746250152588,0.15145468711853027,92.34411716461182,0.005776591933370934
14,10,19,17.070401906967163,0.15434026718139648,91.87055826187134,0.002164868301133352
17,10,17,20.320679187774658,0.14696621894836426,92.18626618385315,0.005207664734806748
11,10,7,10.093817234039307,0.14559555053710938,49.64483082294464,0.004814564163770475
13,1,7,10.716772079467773,0.1342639923095703,92.7387535572052,0.0008403482939502398
42,3,11,39.62764930725098,0.14335274696350098,92.7387535572052,0.001990325682497214
38,6,11,35.97611355781555,0.14310550689697266,92.34411716461182,0.0001981964033242083
36,9,19,42.571842432022095,0.15590238571166992,92.89660453796387,0.0003553607628694277
24,3,6,18.76600670814514,0.13630390167236328,92.7387535572052,0.0001655927046073862
16,1,5,11.823012828826904,0.13869214057922363,92.42304563522339,0.0001914316622012353
37,10,5,31.188158988952637,0.13826584815979004,50.3551721572876,0.002195964955341753
22,0,12,19.221511363983154,0.13927650451660156,92.7387535572052,0.0015612435944262473
31,4,7,26.960445404052734,0.14342546463012695,92.26519465446472,0.0018174098445473104
44,4,15,46.51347732543945,0.1511833667755127,92.02841520309448,0.0010952848581661833
28,2,50,53.25444054603577,0.1682422161102295,92.7387535572052,0.0014570082935168895
39,5,14,39.73835277557373,0.148681640625,92.7387535572052,0.0007316474264958414
15,10,12,15.150939702987671,0.14266729354858398,92.50197410583496,0.00016098998713430637
13,3,47,24.903201818466187,0.17597007751464844,92.02841520309448,0.0037338893575007827
15,3,24,19.713735818862915,0.14059805870056152,92.58090257644653,0.007712449830587086
49,9,17,56.66958570480347,0.1476449966430664,92.58090257644653,0.0013818862931194104
29,0,16,27.306357383728027,0.13875865936279297,92.81768202781677,0.005417659812092289
12,8,7,10.783155679702759,0.14829611778259277,91.79163575172424,0.008764042986555351
17,5,17,19.409419298171997,0.14564156532287598,91.23914837837219,0.008430807559231028
27,2,6,21.69236731529236,0.1344912052154541,92.81768202781677,0.0045321671399455995
23,0,32,30.68735980987549,0.14858317375183105,92.89660453796387,0.0024024052452207207
16,9,14,16.965409517288208,0.15314531326293945,92.58090257644653,0.0010627042055350734
17,6,27,22.71967124938965,0.1546802520751953,92.34411716461182,0.00020553178580142074
19,1,23,23.114357233047485,0.1619856357574463,92.65982508659363,0.0001212570569070603
47,10,11,51.43549060821533,0.15103530883789062,92.65982508659363,0.004955451053342814
15,2,6,11.996614217758179,0.1615300178527832,92.7387535572052,0.0007573298558515477
46,3,14,46.11452794075012,0.14233994483947754,92.10733771324158,0.0005793969897590753
29,4,6,23.282443523406982,0.13823652267456055,92.97553300857544,0.00017569723834724127
18,8,14,18.87260627746582,0.14999914169311523,92.65982508659363,0.00029801023841791304
47,0,9,37.91178321838379,0.13691258430480957,92.81768202781677,0.009492356048154417
18,9,27,25.75969409942627,0.15406441688537598,92.26519465446472,0.0008373202987319099
45,5,41,95.5782539844513,0.16410422325134277,92.18626618385315,0.00743354031205295
13,5,8,10.902747631072998,0.13311100006103516,92.81768202781677,0.0006810582865146728
35,5,5,28.208203315734863,0.13895630836486816,92.10733771324158,0.00024594229261402673
47,3,24,65.82230401039124,0.14663147926330566,92.18626618385315,0.006471541414232587
18,0,33,25.27586078643799,0.15736675262451172,92.89660453796387,0.008906513441757661
33,4,9,29.59422516822815,0.13619136810302734,92.42304563522339,0.0010281888166251806
11,9,19,13.215041875839233,0.1577906608581543,92.42304563522339,0.001599589666639803
30,6,23,40.71038746833801,0.16047000885009766,91.87055826187134,0.003348609370220352
43,7,31,77.8686933517456,0.16342902183532715,92.50197410583496,0.006820133049261207
12,4,7,10.16151762008667,0.14342713356018066,92.10733771324158,0.0031520169198863586
48,4,19,62.25384521484375,0.15310406684875488,91.31807684898376,0.009383754701634396
12,5,44,20.914021253585815,0.1608126163482666,92.50197410583496,0.000117060847034733
17,10,41,29.367711544036865,0.16790556907653809,93.1333839893341,0.00010425433904827312
21,3,7,18.779813766479492,0.14465546607971191,92.65982508659363,0.009209089945912628
14,0,40,21.366204500198364,0.15119695663452148,92.89660453796387,0.003318807688275794
35,7,11,33.6565101146698,0.14940261840820312,93.05446147918701,0.00011524579294824709
17,8,11,17.081146955490112,0.14826512336730957,92.97553300857544,0.005879896971802648
22,10,6,19.053110361099243,0.14105653762817383,50.3551721572876,0.005418030186357527
12,0,43,19.759170532226562,0.16637134552001953,92.65982508659363,0.0008516239592702615
29,7,8,25.223394870758057,0.13387227058410645,92.26519465446472,0.00015306594393361617
28,9,13,29.623244285583496,0.15011358261108398,92.50197410583496,0.0021840786536874404
24,5,44,43.9826180934906,0.18929266929626465,93.1333839893341,0.0010124374426169786
14,9,8,12.976733207702637,0.13221335411071777,92.34411716461182,0.0005929277986419742
11,10,18,12.508098363876343,0.15110993385314941,93.21231245994568,0.00026236986150761447
14,8,10,13.030251264572144,0.14030957221984863,89.02920484542847,0.00029649941131129647
22,0,23,26.139683485031128,0.1592087745666504,92.58090257644653,0.004117626020283398
33,1,6,25.13221025466919,0.1383059024810791,93.05446147918701,0.00013119385362858564
35,9,33,57.177080392837524,0.15967869758605957,92.02841520309448,0.002122901752940152
46,7,22,62.45855140686035,0.15653562545776367,91.47592782974243,0.0025296909987573835
21,6,8,17.732410669326782,0.13316822052001953,92.7387535572052,0.0009137523249404183
14,7,29,20.75592565536499,0.15477299690246582,92.81768202781677,0.003876325225596738
49,1,28,62.80804443359375,0.14942502975463867,92.58090257644653,0.00019878592874798587
44,9,14,45.97765040397644,0.15039777755737305,92.42304563522339,0.0003978012016761552
11,4,22,13.659620761871338,0.15637612342834473,92.10733771324158,0.005904143450683848
23,9,12,24.9041166305542,0.14357733726501465,90.4498815536499,0.0009663714014822831
20,8,7,18.350212574005127,0.145216703414917,92.65982508659363,0.002084253476537769
11,0,25,13.110630512237549,0.14605927467346191,92.65982508659363,0.0015044145006062018
14,9,34,22.332130193710327,0.1580348014831543,92.50197410583496,0.0005605107942640114
17,8,28,23.10408091545105,0.15537619590759277,92.81768202781677,0.00029302872026245783
21,7,45,37.785942792892456,0.17464160919189453,92.89660453796387,0.00018584709569229426
37,1,26,45.60212850570679,0.14825725555419922,92.65982508659363,0.00017486423468845113
26,9,25,38.81584811210632,0.1514904499053955,92.34411716461182,0.00445753996704578
20,8,40,33.59406399726868,0.15297484397888184,92.7387535572052,0.0005736873088387504
18,5,13,17.673712491989136,0.14922213554382324,92.89660453796387,0.00010171605229475498
33,8,9,31.973509073257446,0.13978791236877441,92.34411716461182,0.00017704600380763678
30,8,6,26.02828884124756,0.1393749713897705,90.37095308303833,0.00037826302605207835
21,4,24,25.51851224899292,0.1461315155029297,92.58090257644653,0.0008703739112954745
48,8,36,88.5981216430664,0.16246294975280762,92.34411716461182,0.001991029415360188
41,1,22,47.77541732788086,0.14898037910461426,92.50197410583496,0.0001616921680284391
34,9,19,46.453240633010864,0.18387508392333984,91.47592782974243,0.005739713692169117
16,2,6,12.263050317764282,0.13851022720336914,92.18626618385315,0.0001275020906568802
46,4,14,45.81965517997742,0.14834952354431152,92.26519465446472,0.0003721848668154235
44,7,6,37.66209530830383,0.1382596492767334,90.21310210227966,0.0001951023857814896
27,4,16,28.53090500831604,0.13907146453857422,92.50197410583496,0.0017515234612614883
40,10,13,44.064085721969604,0.14699530601501465,93.37016344070435,0.0010107218495839306
29,7,6,25.19103479385376,0.14174866676330566,92.10733771324158,0.009390143281659652
17,10,17,19.83594012260437,0.14784574508666992,91.87055826187134,0.003575613187642607
22,6,29,30.813403129577637,0.1587841510772705,93.05446147918701,0.0006990432096973073
14,3,10,12.449224948883057,0.13707947731018066,92.34411716461182,0.00027941765206209004
20,6,19,23.26618456840515,0.15416646003723145,92.58090257644653,0.000471375320243849
13,0,43,21.289708137512207,0.15305471420288086,92.26519465446472,0.0007297770327389978
22,1,5,16.31581449508667,0.13625669479370117,93.21231245994568,0.00019643270852835927
22,3,6,17.209553956985474,0.13693475723266602,92.89660453796387,0.00018381673603093084
46,2,42,89.71202969551086,0.16106319427490234,92.81768202781677,0.004253875973650616
25,1,38,44.445871114730835,0.22538113594055176,92.7387535572052,0.0030260647923561943